Name,ID,Ort,Bundesstaat,Region,Land,Jahr,Kilometerstand,Kraftstoff,Schaltung,Besitzer,KilometerPerLiter,Hubraum ,PS,Sitze,PreisEuro,Daten für Jason 
Audi A6 3.0 TDI quattro,131538,Coimbatore,Tamil Nadu,Ostindien,Indien,2009,52830,Diesel,Automatic,Second,23478,2967,24138,5,941418,"{""data"": { ""id"":""131538,Audi A6 3.0 TDI quattro"" }},"
Maruti Wagon R VXI,131539,Jaipur,Rajastahn,Nordindien,Indien,2017,39867,Benzin,Manual,First,315,998,6704,5,524304,"{""data"": { ""id"":""131539,Maruti Wagon R VXI"" }},"
Honda Mobilio E i DTEC,131540,Hyderabad,Telangana,Südindien,Indien,2014,58972,Diesel,Manual,First,3388,1498,986,7,757329,"{""data"": { ""id"":""131540,Honda Mobilio E i DTEC"" }},"
Honda CR-V 2.4 4WD AT,131541,Bangalore,Karnataka,Südindien,Indien,2006,66000,Benzin,Automatic,Second,1414,2354,152,5,454397,"{""data"": { ""id"":""131541,Honda CR-V 2.4 4WD AT"" }},"
Hyundai Verna 1.6 SX VTVT (O),131542,Delhi,DelhiStaat,Nordindien,Indien,2013,52000,Benzin,Manual,First,2394,1591,1213,5,611688,"{""data"": { ""id"":""131542,Hyundai Verna 1.6 SX VTVT (O)"" }},"
Hyundai Santa Fe 4x4 AT,131543,Bangalore,Karnataka,Südindien,Indien,2014,58000,Diesel,Automatic,First,16408,2199,1943,7,1980706,"{""data"": { ""id"":""131543,Hyundai Santa Fe 4x4 AT"" }},"
Hyundai i10 Sportz AT,131544,Ahmedabad,Gujarat,Westindien,Indien,2012,58000,Benzin,Automatic,First,2373,1197,789,5,407792,"{""data"": { ""id"":""131544,Hyundai i10 Sportz AT"" }},"
Ford Fusion Plus 1.4 TDCi Diesel,131545,Hyderabad,Telangana,Südindien,Indien,2008,75000,Diesel,Manual,Second,2478,1399,68,5,349536,"{""data"": { ""id"":""131545,Ford Fusion Plus 1.4 TDCi Diesel"" }},"
Hyundai i10 Sportz,131546,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,41008,Benzin,Manual,Second,28504,1197,789,5,567414,"{""data"": { ""id"":""131546,Hyundai i10 Sportz"" }},"
Hyundai Xcent 1.1 CRDi SX Option,131547,Jaipur,Rajastahn,Nordindien,Indien,2014,65000,Diesel,Manual,First,3416,112,71,5,699073,"{""data"": { ""id"":""131547,Hyundai Xcent 1.1 CRDi SX Option"" }},"
Skoda Superb Style 2.0 TDI AT,131548,Mumbai,Maharashtra,Westindien,Indien,2015,19000,Diesel,Automatic,First,25466,1968,1745,5,1805937,"{""data"": { ""id"":""131548,Skoda Superb Style 2.0 TDI AT"" }},"
Ford Fiesta 1.4 Duratec EXI,131549,Pune,Maharashtra,Westindien,Indien,2008,74000,Benzin,Manual,Second,2324,1388,68,5,186419,"{""data"": { ""id"":""131549,Ford Fiesta 1.4 Duratec EXI"" }},"
Maruti Baleno Zeta Automatic,131550,Pune,Maharashtra,Westindien,Indien,2017,33000,Benzin,Automatic,First,2996,1197,831,5,844713,"{""data"": { ""id"":""131550,Maruti Baleno Zeta Automatic"" }},"
Skoda Laura 1.9 TDI MT Ambiente,131551,Mumbai,Maharashtra,Westindien,Indien,2010,95000,Diesel,Manual,Second,238,1896,105,5,378664,"{""data"": { ""id"":""131551,Skoda Laura 1.9 TDI MT Ambiente"" }},"
Volkswagen Vento 1.5 TDI Comfortline,131552,Kolkata,Westbengalen,Ostindien,Indien,2012,34000,Diesel,Manual,First,28896,1498,1085,5,396141,"{""data"": { ""id"":""131552,Volkswagen Vento 1.5 TDI Comfortline"" }},"
Audi Q7 3.0 TDI Quattro Technology,131553,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,102865,Diesel,Automatic,First,16898,2967,2414,7,3553619,"{""data"": { ""id"":""131553,Audi Q7 3.0 TDI Quattro Technology"" }},"
Hyundai Verna VTVT 1.6 SX Option,131554,Kochi,Kerala,Südindien,Indien,2016,52378,Benzin,Manual,First,238,1591,1213,5,928601,"{""data"": { ""id"":""131554,Hyundai Verna VTVT 1.6 SX Option"" }},"
Mercedes-Benz New C-Class 220 CDI AT,131555,Delhi,DelhiStaat,Nordindien,Indien,2012,38000,Diesel,Automatic,First,20776,2143,170,5,1574078,"{""data"": { ""id"":""131555,Mercedes-Benz New C-Class 220 CDI AT"" }},"
Honda Amaze S i-Dtech,131556,Kochi,Kerala,Südindien,Indien,2015,60334,Diesel,Manual,First,3612,1498,986,5,632661,"{""data"": { ""id"":""131556,Honda Amaze S i-Dtech"" }},"
Ford Fiesta 1.4 Duratec EXI Limited Edition,131557,Chennai,Tamil Nadu,Ostindien,Indien,2010,107000,Benzin,Manual,First,2324,1388,68,5,302931,"{""data"": { ""id"":""131557,Ford Fiesta 1.4 Duratec EXI Limited Edition"" }},"
Hyundai i20 Magna Optional 1.2,131558,Bangalore,Karnataka,Südindien,Indien,2013,445000,Benzin,Manual,First,259,1197,829,5,518479,"{""data"": { ""id"":""131558,Hyundai i20 Magna Optional 1.2"" }},"
Maruti Alto 800 LXI,131559,Kolkata,Westbengalen,Ostindien,Indien,2017,2196,Benzin,Manual,First,31836,796,473,5,320408,"{""data"": { ""id"":""131559,Maruti Alto 800 LXI"" }},"
BMW 5 Series 530i Sedan,131560,Kolkata,Westbengalen,Ostindien,Indien,2010,24000,Benzin,Automatic,First,1484,2996,258,5,1019481,"{""data"": { ""id"":""131560,BMW 5 Series 530i Sedan"" }},"
Fiat Grande Punto 1.4 Emotion,131561,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,44846,Benzin,Manual,Second,2044,1368,887,5,630330,"{""data"": { ""id"":""131561,Fiat Grande Punto 1.4 Emotion"" }},"
Maruti Dzire AMT ZDI Plus,131562,Kochi,Kerala,Südindien,Indien,2018,64035,Diesel,Automatic,First,3976,1248,7375,5,996178,"{""data"": { ""id"":""131562,Maruti Dzire AMT ZDI Plus"" }},"
Mahindra XUV500 W6 2WD,131563,Mumbai,Maharashtra,Westindien,Indien,2014,45600,Diesel,Manual,First,2114,2179,140,7,961225,"{""data"": { ""id"":""131563,Mahindra XUV500 W6 2WD"" }},"
Volvo XC90 2007-2015 D5 AT AWD,131564,Kochi,Kerala,Südindien,Indien,2014,102001,Diesel,Automatic,First,1554,24,200,7,2747355,"{""data"": { ""id"":""131564,Volvo XC90 2007-2015 D5 AT AWD"" }},"
Hyundai i10 Sportz 1.2,131565,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,47439,Benzin,Manual,First,28504,1197,789,5,523139,"{""data"": { ""id"":""131565,Hyundai i10 Sportz 1.2"" }},"
Toyota Fortuner 3.0 Diesel,131566,Hyderabad,Telangana,Südindien,Indien,2010,193254,Diesel,Manual,First,161,2982,171,7,1513492,"{""data"": { ""id"":""131566,Toyota Fortuner 3.0 Diesel"" }},"
Tata Nano XTA,131567,Bangalore,Karnataka,Südindien,Indien,2016,29000,Benzin,Automatic,First,3066,624,3748,4,326234,"{""data"": { ""id"":""131567,Tata Nano XTA"" }},"
Renault Lodgy 110PS RxZ 8 Seater,131568,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,51681,Diesel,Manual,First,27972,1461,1085,8,982197,"{""data"": { ""id"":""131568,Renault Lodgy 110PS RxZ 8 Seater"" }},"
Audi Q7 3.0 TDI Quattro Premium Plus,131569,Hyderabad,Telangana,Südindien,Indien,2015,50000,Diesel,Automatic,First,16898,2967,2414,7,5534324,"{""data"": { ""id"":""131569,Audi Q7 3.0 TDI Quattro Premium Plus"" }},"
Honda City i VTEC CVT VX,131570,Mumbai,Maharashtra,Westindien,Indien,2016,42666,Benzin,Automatic,First,252,1497,1173,5,1042783,"{""data"": { ""id"":""131570,Honda City i VTEC CVT VX"" }},"
Renault Duster 110PS Diesel RxL,131571,Jaipur,Rajastahn,Nordindien,Indien,2013,65000,Diesel,Manual,Second,26614,1461,10845,5,640817,"{""data"": { ""id"":""131571,Renault Duster 110PS Diesel RxL"" }},"
Honda Amaze S i-VTEC,131572,Jaipur,Rajastahn,Nordindien,Indien,2014,18776,Benzin,Manual,First,2492,1198,867,5,553432,"{""data"": { ""id"":""131572,Honda Amaze S i-VTEC"" }},"
Honda Amaze S i-Vtech,131573,Jaipur,Rajastahn,Nordindien,Indien,2016,6714,Benzin,Manual,First,252,1198,867,5,553432,"{""data"": { ""id"":""131573,Honda Amaze S i-Vtech"" }},"
BMW 3 Series 320i,131574,Pune,Maharashtra,Westindien,Indien,2009,40000,Benzin,Automatic,Second,1687,1995,154,5,1106865,"{""data"": { ""id"":""131574,BMW 3 Series 320i"" }},"
Maruti Ritz LDi,131575,Coimbatore,Tamil Nadu,Ostindien,Indien,2011,88539,Diesel,Manual,First,3248,1248,7394,5,439251,"{""data"": { ""id"":""131575,Maruti Ritz LDi"" }},"
Honda City 1.5 S MT,131576,Delhi,DelhiStaat,Nordindien,Indien,2012,65055,Benzin,Manual,Second,238,1497,118,5,495176,"{""data"": { ""id"":""131576,Honda City 1.5 S MT"" }},"
BMW 3 Series 320d Sport Line,131577,Mumbai,Maharashtra,Westindien,Indien,2014,23000,Diesel,Automatic,First,26432,1995,184,5,2318591,"{""data"": { ""id"":""131577,BMW 3 Series 320d Sport Line"" }},"
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,131578,Chennai,Tamil Nadu,Ostindien,Indien,2009,60000,Diesel,Manual,First,21,1896,105,5,466048,"{""data"": { ""id"":""131578,Volkswagen Jetta 2007-2011 1.9 TDI Trendline"" }},"
Maruti Swift Dzire LXI,131579,Kochi,Kerala,Südindien,Indien,2013,59350,Benzin,Manual,First,2674,1197,858,5,484690,"{""data"": { ""id"":""131579,Maruti Swift Dzire LXI"" }},"
Jaguar XF 2.2 Litre Executive,131580,Bangalore,Karnataka,Südindien,Indien,2015,19000,Diesel,Automatic,Second,22904,2179,1877,5,4427460,"{""data"": { ""id"":""131580,Jaguar XF 2.2 Litre Executive"" }},"
Hyundai Xcent 1.2 Kappa AT SX Option,131581,Kochi,Kerala,Südindien,Indien,2016,45560,Benzin,Automatic,First,2366,1197,82,5,738687,"{""data"": { ""id"":""131581,Hyundai Xcent 1.2 Kappa AT SX Option"" }},"
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,131582,Pune,Maharashtra,Westindien,Indien,2009,118000,Diesel,Manual,First,1792,2494,102,8,524304,"{""data"": { ""id"":""131582,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV"" }},"
Maruti Eeco 7 Seater Standard,131583,Chennai,Tamil Nadu,Ostindien,Indien,2016,55000,Benzin,Manual,First,2114,1196,73,7,436920,"{""data"": { ""id"":""131583,Maruti Eeco 7 Seater Standard"" }},"
Audi A4 New 2.0 TDI Multitronic,131584,Delhi,DelhiStaat,Nordindien,Indien,2012,60000,Diesel,Automatic,Second,2128,1968,1408,5,1188423,"{""data"": { ""id"":""131584,Audi A4 New 2.0 TDI Multitronic"" }},"
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,131585,Chennai,Tamil Nadu,Ostindien,Indien,2007,145000,Diesel,Manual,First,1792,2494,102,8,582560,"{""data"": { ""id"":""131585,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV"" }},"
Maruti Grand Vitara MT,131586,Mumbai,Maharashtra,Westindien,Indien,2008,46810,Benzin,Manual,First,1372,1995,1635,5,460223,"{""data"": { ""id"":""131586,Maruti Grand Vitara MT"" }},"
Volkswagen Vento 1.5 TDI Highline,131587,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,62767,Diesel,Manual,First,28476,1498,1032,5,1135993,"{""data"": { ""id"":""131587,Volkswagen Vento 1.5 TDI Highline"" }},"
Hyundai Elite i20 Benzin Asta,131588,Kochi,Kerala,Südindien,Indien,2018,18553,Benzin,Manual,First,2604,1197,8186,5,923941,"{""data"": { ""id"":""131588,Hyundai Elite i20 Benzin Asta"" }},"
Ford Fiesta Classic 1.4 Duratorq CLXI,131589,Hyderabad,Telangana,Südindien,Indien,2011,143143,Diesel,Manual,First,2492,1399,67,5,244675,"{""data"": { ""id"":""131589,Ford Fiesta Classic 1.4 Duratorq CLXI"" }},"
Mitsubishi Pajero Sport 4X4,131590,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,53497,Diesel,Manual,First,189,2477,17556,7,1913129,"{""data"": { ""id"":""131590,Mitsubishi Pajero Sport 4X4"" }},"
Hyundai Santa Fe 4X4,131591,Bangalore,Karnataka,Südindien,Indien,2011,148000,Diesel,Manual,Second,20524,2199,1943,7,1036958,"{""data"": { ""id"":""131591,Hyundai Santa Fe 4X4"" }},"
Mahindra XUV500 W8 2WD,131592,Pune,Maharashtra,Westindien,Indien,2012,95000,Diesel,Manual,First,2114,2179,140,7,840052,"{""data"": { ""id"":""131592,Mahindra XUV500 W8 2WD"" }},"
Toyota Innova 2.5 V Diesel 8-seater,131593,Chennai,Tamil Nadu,Ostindien,Indien,2015,100000,Diesel,Manual,First,1792,2494,102,8,1572913,"{""data"": { ""id"":""131593,Toyota Innova 2.5 V Diesel 8-seater"" }},"
Mercedes-Benz GLE 350d,131594,Chennai,Tamil Nadu,Ostindien,Indien,2016,29000,Diesel,Automatic,First,16198,2987,25479,5,7573286,"{""data"": { ""id"":""131594,Mercedes-Benz GLE 350d"" }},"
Mahindra Scorpio 2009-2014 SLE 7S BSIV,131595,Bangalore,Karnataka,Südindien,Indien,2014,87000,Diesel,Manual,First,1687,2179,120,7,862189,"{""data"": { ""id"":""131595,Mahindra Scorpio 2009-2014 SLE 7S BSIV"" }},"
Honda City 1.5 S AT,131596,Kochi,Kerala,Südindien,Indien,2014,56838,Benzin,Automatic,First,2352,1497,118,5,600037,"{""data"": { ""id"":""131596,Honda City 1.5 S AT"" }},"
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,131597,Pune,Maharashtra,Westindien,Indien,2013,100000,Diesel,Automatic,First,168,2987,224,7,3728387,"{""data"": { ""id"":""131597,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury"" }},"
Honda City 1.5 S MT,131598,Kolkata,Westbengalen,Ostindien,Indien,2011,125000,Benzin,Manual,First,238,1497,118,5,378664,"{""data"": { ""id"":""131598,Honda City 1.5 S MT"" }},"
Maruti Wagon R VXI AMT,131599,Kolkata,Westbengalen,Ostindien,Indien,2017,17000,Benzin,Automatic,First,315,998,67,5,460223,"{""data"": { ""id"":""131599,Maruti Wagon R VXI AMT"" }},"
Tata Indigo eCS GLE BSIII,131600,Pune,Maharashtra,Westindien,Indien,2013,70000,Benzin,Manual,Second,2156,1193,65,5,174768,"{""data"": { ""id"":""131600,Tata Indigo eCS GLE BSIII"" }},"
Hyundai i20 2015-2017 1.2 Asta with AVN,131601,Pune,Maharashtra,Westindien,Indien,2010,50000,Benzin,Manual,Second,238,1197,80,5,349536,"{""data"": { ""id"":""131601,Hyundai i20 2015-2017 1.2 Asta with AVN"" }},"
Honda Jazz Active,131602,Kolkata,Westbengalen,Ostindien,Indien,2010,39800,Benzin,Manual,First,224,1198,90,5,231859,"{""data"": { ""id"":""131602,Honda Jazz Active"" }},"
Maruti A-Star Lxi,131603,Kolkata,Westbengalen,Ostindien,Indien,2010,60000,Benzin,Manual,First,266,998,661,5,157291,"{""data"": { ""id"":""131603,Maruti A-Star Lxi"" }},"
BMW 3 Series 320d Highline,131604,Hyderabad,Telangana,Südindien,Indien,2009,58000,Diesel,Automatic,First,22498,1995,181,5,1572913,"{""data"": { ""id"":""131604,BMW 3 Series 320d Highline"" }},"
Skoda Yeti Elegance,131605,Hyderabad,Telangana,Südindien,Indien,2010,110009,Diesel,Manual,First,24738,1968,13808,5,814420,"{""data"": { ""id"":""131605,Skoda Yeti Elegance"" }},"
Nissan Terrano XV Premium 110 PS,131606,Hyderabad,Telangana,Südindien,Indien,2013,85000,Diesel,Manual,First,26614,1461,1085,5,990353,"{""data"": { ""id"":""131606,Nissan Terrano XV Premium 110 PS"" }},"
Volkswagen Polo Diesel Comfortline 1.2L,131607,Pune,Maharashtra,Westindien,Indien,2010,84000,Diesel,Manual,Second,30898,1199,739,5,336720,"{""data"": { ""id"":""131607,Volkswagen Polo Diesel Comfortline 1.2L"" }},"
BMW 3 Series 320d,131608,Mumbai,Maharashtra,Westindien,Indien,2011,51000,Diesel,Automatic,First,31766,1995,190,5,1223377,"{""data"": { ""id"":""131608,BMW 3 Series 320d"" }},"
Nissan Sunny 2011-2014 XL,131609,Kochi,Kerala,Südindien,Indien,2013,68880,Benzin,Manual,First,2373,1498,977,5,462553,"{""data"": { ""id"":""131609,Nissan Sunny 2011-2014 XL"" }},"
Maruti Alto K10 VXI AGS,131610,Chennai,Tamil Nadu,Ostindien,Indien,2017,5500,Benzin,Automatic,First,33698,998,671,5,495176,"{""data"": { ""id"":""131610,Maruti Alto K10 VXI AGS"" }},"
Maruti Ritz ZXI,131611,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,40052,Benzin,Manual,First,2954,1197,858,5,718880,"{""data"": { ""id"":""131611,Maruti Ritz ZXI"" }},"
Audi Q5 30 TDI quattro Premium Plus,131612,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,47293,Diesel,Automatic,First,19824,1968,1743,5,4511348,"{""data"": { ""id"":""131612,Audi Q5 30 TDI quattro Premium Plus"" }},"
Hyundai Verna CRDi SX,131613,Hyderabad,Telangana,Südindien,Indien,2013,79663,Diesel,Manual,First,2352,1493,110,5,757329,"{""data"": { ""id"":""131613,Hyundai Verna CRDi SX"" }},"
Honda Amaze S i-Dtech,131614,Jaipur,Rajastahn,Nordindien,Indien,2013,63000,Diesel,Manual,Second,3612,1498,986,5,495176,"{""data"": { ""id"":""131614,Honda Amaze S i-Dtech"" }},"
Honda City i DTEC SV,131615,Kolkata,Westbengalen,Ostindien,Indien,2014,45000,Diesel,Manual,First,364,1498,986,5,553432,"{""data"": { ""id"":""131615,Honda City i DTEC SV"" }},"
Toyota Fortuner TRD Sportivo 2.8 2WD AT,131616,Kochi,Kerala,Südindien,Indien,2014,56501,Diesel,Automatic,First,1806,2755,1745,7,2063429,"{""data"": { ""id"":""131616,Toyota Fortuner TRD Sportivo 2.8 2WD AT"" }},"
Volkswagen Vento 1.5 TDI Highline,131617,Jaipur,Rajastahn,Nordindien,Indien,2015,58000,Diesel,Manual,First,28476,1498,1032,5,681596,"{""data"": { ""id"":""131617,Volkswagen Vento 1.5 TDI Highline"" }},"
BMW 5 Series 520d Luxury Line,131618,Coimbatore,Tamil Nadu,Ostindien,Indien,2011,51602,Diesel,Automatic,First,31472,1995,190,5,2012164,"{""data"": { ""id"":""131618,BMW 5 Series 520d Luxury Line"" }},"
BMW 3 Series 320d Sedan,131619,Hyderabad,Telangana,Südindien,Indien,2007,74199,Diesel,Automatic,First,22498,1995,181,5,1077737,"{""data"": { ""id"":""131619,BMW 3 Series 320d Sedan"" }},"
Hyundai Creta 1.6 SX Plus Benzin Automatic,131620,Ahmedabad,Gujarat,Westindien,Indien,2017,25000,Benzin,Automatic,First,182,1591,1213,5,1485529,"{""data"": { ""id"":""131620,Hyundai Creta 1.6 SX Plus Benzin Automatic"" }},"
BMW 3 Series Luxury Line,131621,Pune,Maharashtra,Westindien,Indien,2016,70000,Diesel,Automatic,Second,30464,1995,190,5,3145827,"{""data"": { ""id"":""131621,BMW 3 Series Luxury Line"" }},"
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,131622,Bangalore,Karnataka,Südindien,Indien,2013,25000,Diesel,Automatic,Second,20776,2143,16762,5,2446754,"{""data"": { ""id"":""131622,Mercedes-Benz New C-Class C 220 CDI BE Avantgare"" }},"
Maruti Swift Dzire VDI,131623,Hyderabad,Telangana,Südindien,Indien,2017,22000,Diesel,Manual,First,37226,1248,74,5,926271,"{""data"": { ""id"":""131623,Maruti Swift Dzire VDI"" }},"
Maruti Celerio ZXI,131624,Hyderabad,Telangana,Südindien,Indien,2015,47020,Benzin,Manual,Second,3234,998,6704,5,524304,"{""data"": { ""id"":""131624,Maruti Celerio ZXI"" }},"
BMW 3 Series 320d GT Luxury Line,131625,Mumbai,Maharashtra,Westindien,Indien,2017,8000,Diesel,Automatic,First,27426,1995,18774,5,3932283,"{""data"": { ""id"":""131625,BMW 3 Series 320d GT Luxury Line"" }},"
Audi Q7 4.2 TDI Quattro Technology,131626,Delhi,DelhiStaat,Nordindien,Indien,2010,73000,Diesel,Automatic,First,15862,4134,3352,7,2040127,"{""data"": { ""id"":""131626,Audi Q7 4.2 TDI Quattro Technology"" }},"
Honda Jazz V,131627,Kochi,Kerala,Südindien,Indien,2017,36973,Benzin,Manual,First,2548,1199,887,5,792282,"{""data"": { ""id"":""131627,Honda Jazz V"" }},"
Tata Nano Cx BSIV,131628,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,42083,Benzin,Manual,First,3556,624,3748,4,195740,"{""data"": { ""id"":""131628,Tata Nano Cx BSIV"" }},"
Maruti Alto 800 2016-2019 LXI,131629,Chennai,Tamil Nadu,Ostindien,Indien,2016,61000,Benzin,Manual,First,3458,796,473,5,337885,"{""data"": { ""id"":""131629,Maruti Alto 800 2016-2019 LXI"" }},"
Maruti Wagon R VXI,131630,Mumbai,Maharashtra,Westindien,Indien,2014,43628,Benzin,Manual,First,315,998,6704,5,368178,"{""data"": { ""id"":""131630,Maruti Wagon R VXI"" }},"
Hyundai Xcent 1.1 CRDi Base,131631,Jaipur,Rajastahn,Nordindien,Indien,2014,60000,Diesel,Manual,First,3416,112,71,5,454397,"{""data"": { ""id"":""131631,Hyundai Xcent 1.1 CRDi Base"" }},"
Chevrolet Beat LT,131632,Delhi,DelhiStaat,Nordindien,Indien,2010,54000,Benzin,Manual,Second,2492,1199,768,5,227199,"{""data"": { ""id"":""131632,Chevrolet Beat LT"" }},"
Jaguar XF 2.2 Litre Luxury,131633,Kochi,Kerala,Südindien,Indien,2015,27001,Diesel,Automatic,First,22904,2179,1877,5,3089901,"{""data"": { ""id"":""131633,Jaguar XF 2.2 Litre Luxury"" }},"
Volkswagen Passat Diesel Highline 2.0 TDI,131634,Chennai,Tamil Nadu,Ostindien,Indien,2010,52000,Diesel,Automatic,First,25662,1968,1677,5,1048609,"{""data"": { ""id"":""131634,Volkswagen Passat Diesel Highline 2.0 TDI"" }},"
Hyundai i20 Asta 1.4 CRDi,131635,Hyderabad,Telangana,Südindien,Indien,2012,80000,Diesel,Manual,First,29778,1396,8876,5,524304,"{""data"": { ""id"":""131635,Hyundai i20 Asta 1.4 CRDi"" }},"
Mitsubishi Pajero 2.8 SFX,131636,Chennai,Tamil Nadu,Ostindien,Indien,2008,160000,Diesel,Manual,First,147,2835,1072,6,1019481,"{""data"": { ""id"":""131636,Mitsubishi Pajero 2.8 SFX"" }},"
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,131637,Chennai,Tamil Nadu,Ostindien,Indien,2018,3300,Diesel,Automatic,First,3402,1248,885,5,1339889,"{""data"": { ""id"":""131637,Maruti Vitara Brezza ZDi Plus AMT Dual Tone"" }},"
Maruti Alto K10 LXI,131638,Delhi,DelhiStaat,Nordindien,Indien,2016,35027,Benzin,Manual,First,33698,998,671,5,349536,"{""data"": { ""id"":""131638,Maruti Alto K10 LXI"" }},"
Hyundai EON Magna Plus,131639,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,26568,Benzin,Manual,First,2954,814,552,5,441581,"{""data"": { ""id"":""131639,Hyundai EON Magna Plus"" }},"
Maruti Ciaz VDi Plus SHVS,131640,Ahmedabad,Gujarat,Westindien,Indien,2015,59000,Diesel,Manual,First,39326,1248,885,5,699073,"{""data"": { ""id"":""131640,Maruti Ciaz VDi Plus SHVS"" }},"
Hyundai Creta 1.6 CRDi SX Option,131641,Bangalore,Karnataka,Südindien,Indien,2016,51000,Diesel,Manual,First,27538,1582,1262,5,1543785,"{""data"": { ""id"":""131641,Hyundai Creta 1.6 CRDi SX Option"" }},"
Skoda Superb Ambition 2.0 TDI CR AT,131642,Delhi,DelhiStaat,Nordindien,Indien,2012,56400,Diesel,Automatic,First,2408,1968,1381,5,932097,"{""data"": { ""id"":""131642,Skoda Superb Ambition 2.0 TDI CR AT"" }},"
Volkswagen Polo 1.5 TDI Highline,131643,Hyderabad,Telangana,Südindien,Indien,2015,80000,Diesel,Manual,First,28196,1498,888,5,675770,"{""data"": { ""id"":""131643,Volkswagen Polo 1.5 TDI Highline"" }},"
Toyota Innova 2.5 VX (Diesel) 7 Seater,131644,Hyderabad,Telangana,Südindien,Indien,2013,107000,Diesel,Manual,Second,18186,2494,1006,7,1572913,"{""data"": { ""id"":""131644,Toyota Innova 2.5 VX (Diesel) 7 Seater"" }},"
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,131645,Pune,Maharashtra,Westindien,Indien,2014,100000,Diesel,Automatic,First,19894,2143,203,5,2912802,"{""data"": { ""id"":""131645,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance"" }},"
Volkswagen Polo 1.5 TDI Highline,131646,Kochi,Kerala,Südindien,Indien,2016,59998,Diesel,Manual,First,28196,1498,888,5,639651,"{""data"": { ""id"":""131646,Volkswagen Polo 1.5 TDI Highline"" }},"
Audi Q3 2.0 TDI,131647,Hyderabad,Telangana,Südindien,Indien,2013,105000,Diesel,Automatic,First,24248,1968,150,5,2213730,"{""data"": { ""id"":""131647,Audi Q3 2.0 TDI"" }},"
Hyundai i20 1.2 Magna,131648,Kolkata,Westbengalen,Ostindien,Indien,2011,36000,Benzin,Manual,First,259,1197,80,5,291280,"{""data"": { ""id"":""131648,Hyundai i20 1.2 Magna"" }},"
Hyundai i10 Sportz 1.1L,131649,Kolkata,Westbengalen,Ostindien,Indien,2015,24350,Benzin,Manual,Second,27734,1086,6805,5,349536,"{""data"": { ""id"":""131649,Hyundai i10 Sportz 1.1L"" }},"
Tata Tigor 1.05 Revotorq XT,131650,Kochi,Kerala,Südindien,Indien,2018,28973,Diesel,Manual,First,3458,1047,69,5,773640,"{""data"": { ""id"":""131650,Tata Tigor 1.05 Revotorq XT"" }},"
Hyundai EON Era,131651,Kochi,Kerala,Südindien,Indien,2017,8243,Benzin,Manual,First,2954,814,552,5,374004,"{""data"": { ""id"":""131651,Hyundai EON Era"" }},"
Hyundai Santro Xing GLS,131652,Chennai,Tamil Nadu,Ostindien,Indien,2009,136642,Benzin,Manual,Second,25088,1086,621,5,180594,"{""data"": { ""id"":""131652,Hyundai Santro Xing GLS"" }},"
Hyundai Santro Xing GLS,131653,Hyderabad,Telangana,Südindien,Indien,2011,60000,Benzin,Manual,First,25088,1086,621,5,301766,"{""data"": { ""id"":""131653,Hyundai Santro Xing GLS"" }},"
Mahindra Scorpio SLX,131654,Chennai,Tamil Nadu,Ostindien,Indien,2008,100000,Diesel,Manual,Second,1778,2609,120,8,466048,"{""data"": { ""id"":""131654,Mahindra Scorpio SLX"" }},"
Honda City i-VTEC S,131655,Jaipur,Rajastahn,Nordindien,Indien,2010,48689,Benzin,Manual,First,2436,1497,1173,5,450902,"{""data"": { ""id"":""131655,Honda City i-VTEC S"" }},"
Maruti Vitara Brezza ZDi,131656,Bangalore,Karnataka,Südindien,Indien,2017,45000,Diesel,Manual,First,3402,1248,885,5,1135993,"{""data"": { ""id"":""131656,Maruti Vitara Brezza ZDi"" }},"
Audi A4 35 TDI Technology Edition,131657,Kochi,Kerala,Südindien,Indien,2019,38163,Diesel,Automatic,First,23954,1968,17433,5,3834413,"{""data"": { ""id"":""131657,Audi A4 35 TDI Technology Edition"" }},"
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,131658,Chennai,Tamil Nadu,Ostindien,Indien,2011,43800,Diesel,Automatic,Second,19894,2143,203,5,1951578,"{""data"": { ""id"":""131658,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance"" }},"
