ID;Name;Ort;Bundesstaat;Region;Land;Jahr;Kilometerstand;Kraftstoff;Schaltung;Besitzer;KilometerPerLiter;Hubraum ;PS;Sitze;PreisEuro
131985;Mahindra TUV 300 T8;Pune;Maharashtra;Westindien;Indien;2016;67000;Diesel;Manual;First;25886;1493;100;7;734026
131986;Hyundai Grand i10 CRDi Sportz;Kochi;Kerala;Südindien;Indien;2014;51134;Diesel;Manual;First;336;112;70;5;549937
131987;BMW X5 xDrive 30d;Chennai;Tamil Nadu;Ostindien;Indien;2011;55000;Diesel;Automatic;Second;1638;2993;245;5;3262339
131988;Maruti Dzire AMT VDI;Coimbatore;Tamil Nadu;Südindien;Indien;2018;25082;Diesel;Automatic;First;3976;1248;7375;5;975206
131989;Toyota Fortuner 4x4 MT;Delhi;DelhiStaat;Nordindien;Indien;2012;68350;Diesel;Manual;First;1757;2982;1685;7;1631169
131990;Audi A6 2011-2015 35 TDI Technology;Hyderabad;Telangana;Südindien;Indien;2015;50000;Diesel;Automatic;First;24752;1968;17433;5;4194435
131991;Honda Jazz 1.5 V i DTEC;Pune;Maharashtra;Westindien;Indien;2015;97000;Diesel;Manual;First;3822;1498;986;5;745677
131992;Audi Q7 4.2 TDI Quattro Technology;Coimbatore;Tamil Nadu;Südindien;Indien;2015;56238;Diesel;Automatic;First;15862;4134;3352;7;6022510
131993;Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV;Jaipur;Rajastahn;Nordindien;Indien;2014;72618;Diesel;Manual;First;1687;2179;120;7;932097
131994;Chevrolet Cruze LTZ;Hyderabad;Telangana;Südindien;Indien;2012;62005;Diesel;Manual;First;2562;1991;1479;5;1141819
131995;Chevrolet Beat Diesel LT;Hyderabad;Telangana;Südindien;Indien;2012;61250;Diesel;Manual;First;35616;936;576;5;314583
131996;Audi A4 35 TDI Premium Plus;Coimbatore;Tamil Nadu;Südindien;Indien;2014;28469;Diesel;Automatic;First;2555;1968;18774;5;2839400
131997;Skoda Rapid 1.6 MPI AT Style;Kochi;Kerala;Südindien;Indien;2018;21488;Benzin;Automatic;First;2002;1598;10352;5;1132498
131998;Maruti Swift Dzire VDI;Pune;Maharashtra;Westindien;Indien;2014;197000;Diesel;Manual;First;3276;1248;74;5;582560
131999;Toyota Fortuner 3.0 Diesel;Pune;Maharashtra;Westindien;Indien;2009;138205;Diesel;Manual;Second;161;2982;171;7;1223377
132000;Maruti Swift VDI;Jaipur;Rajastahn;Nordindien;Indien;2012;160000;Diesel;Manual;Second;3206;1248;74;5;454397
132001;Honda City 1.5 V MT Exclusive;Coimbatore;Tamil Nadu;Südindien;Indien;2012;67590;Benzin;Manual;First;238;1497;118;5;658293
132002;Mercedes-Benz M-Class ML 250 CDI;Mumbai;Maharashtra;Westindien;Indien;2012;52000;Diesel;Automatic;First;21364;2143;2032;5;3489537
132003;Maruti Swift Ldi BSIII;Bangalore;Karnataka;Südindien;Indien;2008;100000;Diesel;Manual;Second;2492;1248;75;5;349536
132004;Ford Aspire Titanium Diesel;Kolkata;Westbengalen;Ostindien;Indien;2017;60048;Diesel;Manual;First;3654;1498;99;5;699073
132005;Hyundai i10 Sportz;Mumbai;Maharashtra;Westindien;Indien;2009;48000;Benzin;Manual;First;28504;1197;789;5;245841
132006;Maruti Alto LXi;Jaipur;Rajastahn;Nordindien;Indien;2011;100000;Benzin;Manual;First;2758;796;463;5;174768
132007;Maruti Swift VXI BSIV;Bangalore;Karnataka;Südindien;Indien;2006;80010;Benzin;Manual;Second;2856;1197;818;5;332059
132008;Mercedes-Benz New C-Class C 220 CDI Avantgarde;Coimbatore;Tamil Nadu;Südindien;Indien;2017;26493;Diesel;Automatic;First;26978;2143;170;5;3919467
132009;Tata Indica V2 DLE BSIII;Hyderabad;Telangana;Südindien;Indien;2011;96000;Diesel;Manual;Second;25032;1396;528;5;106026
132010;Maruti Alto 800 VXI;Jaipur;Rajastahn;Nordindien;Indien;2014;45700;Benzin;Manual;Second;31836;796;473;5;281959
132011;Skoda Superb 2.8 V6 AT;Kolkata;Westbengalen;Ostindien;Indien;2005;13000;Benzin;Automatic;First;1302;2771;1931;5;378664
132012;Volkswagen Polo Benzin Comfortline 1.2L;Kolkata;Westbengalen;Ostindien;Indien;2013;38000;Benzin;Manual;First;23058;1198;739;5;326234
132013;Maruti Dzire AMT ZXI Plus;Coimbatore;Tamil Nadu;Südindien;Indien;2019;8018;Benzin;Automatic;First;308;1197;818;5;967050
132014;Mahindra Scorpio VLX;Bangalore;Karnataka;Südindien;Indien;2010;144400;Diesel;Manual;Third;1687;2179;120;8;611688
132015;Maruti Swift Vdi BSIII;Jaipur;Rajastahn;Nordindien;Indien;2010;152000;Diesel;Manual;First;2492;1248;75;5;337885
132016;BMW 3 Series 320d Prestige;Pune;Maharashtra;Westindien;Indien;2013;71000;Diesel;Automatic;First;26432;1995;184;5;1747681
132017;Tata Nano STD SE;Jaipur;Rajastahn;Nordindien;Indien;2012;80000;Benzin;Manual;Second;3556;624;375;4;61751
132018;Toyota Innova 2.5 VX (Diesel) 8 Seater;Mumbai;Maharashtra;Westindien;Indien;2014;87143;Diesel;Manual;First;18186;2494;100;8;1456401
132019;Honda Brio S Option MT;Mumbai;Maharashtra;Westindien;Indien;2012;25000;Benzin;Manual;First;2576;1198;868;5;320408
132020;Tata Tiago AMT 1.2 Revotron XZA;Pune;Maharashtra;Westindien;Indien;2018;2000;Benzin;Automatic;First;33376;1199;8383;5;582560
132021;Mahindra Scorpio SLE BSIV;Kochi;Kerala;Südindien;Indien;2014;45239;Diesel;Manual;First;1687;2179;120;8;826071
132022;BMW 5 Series 2003-2012 525d;Hyderabad;Telangana;Südindien;Indien;2011;101999;Diesel;Automatic;First;23422;1995;218;5;2329077
132023;Toyota Corolla Altis D-4D GL;Mumbai;Maharashtra;Westindien;Indien;2014;74219;Diesel;Manual;First;30002;1364;872;5;1252505
132024;Honda City i VTEC CVT VX;Mumbai;Maharashtra;Westindien;Indien;2016;25000;Benzin;Automatic;First;252;1497;1173;5;1101039
132025;Hyundai Verna CRDi 1.6 SX Option;Hyderabad;Telangana;Südindien;Indien;2008;109606;Diesel;Manual;First;308;1582;1262;5;337885
132026;Maruti Swift Dzire VDI Optional;Kolkata;Westbengalen;Ostindien;Indien;2015;36000;Diesel;Manual;First;37226;1248;74;5;547607
132027;Maruti Ciaz ZXi;Coimbatore;Tamil Nadu;Südindien;Indien;2016;41810;Benzin;Manual;First;29022;1373;911;5;828401
132028;Ford Ecosport 1.5 DV5 MT Titanium;Jaipur;Rajastahn;Nordindien;Indien;2014;93321;Diesel;Manual;First;3178;1498;8984;5;728201
132029;Maruti Alto K10 2010-2014 VXI;Hyderabad;Telangana;Südindien;Indien;2011;81000;Benzin;Manual;First;29288;998;671;5;256327
132030;Honda Amaze V CVT Benzin;Kochi;Kerala;Südindien;Indien;2019;25717;Benzin;Automatic;First;266;1199;8876;5;1032297
132031;Mahindra XUV500 W6 2WD;Delhi;DelhiStaat;Nordindien;Indien;2015;37000;Diesel;Manual;First;2114;2179;140;7;1083562
132032;Mahindra TUV 300 2015-2019 T8;Coimbatore;Tamil Nadu;Südindien;Indien;2017;56380;Diesel;Manual;First;25886;1493;100;7;881997
132033;Honda Jazz VX;Chennai;Tamil Nadu;Ostindien;Indien;2017;8000;Benzin;Manual;First;2548;1199;887;5;920446
132034;Maruti Swift VXI BSIII W/ ABS;Kochi;Kerala;Südindien;Indien;2018;14589;Benzin;Manual;First;2254;1298;882;5;658293
132035;Volkswagen Polo Benzin Highline 1.2L;Delhi;DelhiStaat;Nordindien;Indien;2013;65088;Benzin;Manual;First;23058;1198;739;5;378664
132036;Hyundai Creta 1.6 SX Option Diesel;Coimbatore;Tamil Nadu;Südindien;Indien;2019;24864;Diesel;Manual;First;287;1582;1262;5;1895652
132037;Chevrolet Beat LS;Coimbatore;Tamil Nadu;Südindien;Indien;2011;64831;Benzin;Manual;First;2604;1199;794;5;374004
132038;Honda Amaze VX i-DTEC;Kolkata;Westbengalen;Ostindien;Indien;2013;38001;Diesel;Manual;First;3612;1498;986;5;454397
132039;Mercedes-Benz E-Class 230 E AT;Mumbai;Maharashtra;Westindien;Indien;2008;77000;Benzin;Automatic;Second;14;2496;1577;5;757329
132040;BMW 5 Series 530d M Sport;Hyderabad;Telangana;Südindien;Indien;2016;27000;Diesel;Automatic;First;26026;2993;265;5;5592581
132041;Audi A3 35 TDI Premium Plus;Mumbai;Maharashtra;Westindien;Indien;2016;39000;Diesel;Automatic;First;28532;1968;143;5;2202079
132042;Maruti Swift Dzire VDI;Pune;Maharashtra;Westindien;Indien;2015;131000;Diesel;Manual;First;37226;1248;74;5;419444
132043;Maruti Swift Dzire VDI;Kolkata;Westbengalen;Ostindien;Indien;2015;43000;Diesel;Manual;First;37226;1248;74;5;640817
132044;Toyota Innova 2.5 V Diesel 7-seater;Pune;Maharashtra;Westindien;Indien;2011;68000;Diesel;Manual;Second;1792;2494;102;7;815585
132045;BMW X3 xDrive20d;Bangalore;Karnataka;Südindien;Indien;2016;45165;Diesel;Automatic;First;22526;1995;184;5;4864380
132046;BMW 5 Series 2003-2012 525d;Hyderabad;Telangana;Südindien;Indien;2007;120000;Diesel;Automatic;First;23422;1995;218;5;1223377
132047;Mahindra XUV500 W8 2WD;Coimbatore;Tamil Nadu;Südindien;Indien;2014;86091;Diesel;Manual;First;2114;2179;140;7;1175607
132048;Honda City 1.5 S MT;Delhi;DelhiStaat;Nordindien;Indien;2009;71499;Benzin;Manual;First;238;1497;118;5;349536
132049;Force One LX 4x4;Chennai;Tamil Nadu;Ostindien;Indien;2014;50000;Diesel;Manual;First;238;22;13901;7;1398145
132050;Volkswagen Polo 1.5 TDI Comfortline;Jaipur;Rajastahn;Nordindien;Indien;2015;66000;Diesel;Manual;First;28196;1498;88;5;572074
132051;Honda Jazz S;Kolkata;Westbengalen;Ostindien;Indien;2010;45000;Benzin;Manual;First;224;1198;90;5;233024
132052;Toyota Etios Liva GD SP;Hyderabad;Telangana;Südindien;Indien;2015;69189;Diesel;Manual;First;33026;1364;6706;5;617514
132053;Nissan Terrano XV Premium 110 PS;Mumbai;Maharashtra;Westindien;Indien;2014;40206;Diesel;Manual;First;26614;1461;1085;5;841217
132054;BMW X3 xDrive 20d xLine;Kochi;Kerala;Südindien;Indien;2017;36723;Diesel;Automatic;First;25984;1995;190;5;3794799
132055;Hyundai i20 1.2 Magna;Mumbai;Maharashtra;Westindien;Indien;2010;57500;Benzin;Manual;First;259;1197;80;5;320408
132056;Maruti Eeco 5 STR With AC Plus HTR CNG;Kochi;Kerala;Südindien;Indien;2018;43912;CNG;Manual;First;2114;1196;73;5;504497
132057;Ford Fiesta EXi 1.4 TDCi Ltd;Hyderabad;Telangana;Südindien;Indien;2011;52000;Diesel;Manual;First;2492;1399;68;5;436920
132058;Honda City 1.5 V AT;Kochi;Kerala;Südindien;Indien;2014;60952;Benzin;Automatic;First;2352;1497;118;5;688586
132059;Maruti Swift VDI BSIV;Chennai;Tamil Nadu;Ostindien;Indien;2013;87192;Diesel;Manual;First;3528;1248;74;5;506828
132060;Hyundai Grand i10 CRDi SportZ Edition;Delhi;DelhiStaat;Nordindien;Indien;2014;58000;Diesel;Manual;First;336;112;70;5;378664
132061;Audi Q7 45 TDI Quattro Technology;Pune;Maharashtra;Westindien;Indien;2017;59500;Diesel;Automatic;First;2065;2967;245;7;7922822
132062;Volkswagen Ameo 1.2 MPI Highline 16 Alloy;Mumbai;Maharashtra;Westindien;Indien;2016;16650;Benzin;Manual;First;238;1198;74;5;640817
132063;Honda City i VTEC CVT VX;Kochi;Kerala;Südindien;Indien;2018;34696;Benzin;Automatic;First;252;1497;1173;5;1407466
132064;Maruti Baleno Alpha 1.3;Kochi;Kerala;Südindien;Indien;2018;42243;Diesel;Manual;First;38346;1248;74;5;871510
132065;Hyundai Grand i10 CRDi Sportz;Jaipur;Rajastahn;Nordindien;Indien;2016;57824;Diesel;Manual;First;336;112;70;5;640817
132066;Maruti Swift Dzire VDi;Jaipur;Rajastahn;Nordindien;Indien;2011;110000;Diesel;Manual;First;2702;1248;739;5;407792
132067;Toyota Fortuner 3.0 Diesel;Hyderabad;Telangana;Südindien;Indien;2013;63455;Diesel;Manual;First;161;2982;171;7;2213730
132068;Honda Jazz VX Diesel;Hyderabad;Telangana;Südindien;Indien;2017;17151;Diesel;Manual;First;3822;1498;986;5;978702
132069;Maruti Vitara Brezza LDi Option;Pune;Maharashtra;Westindien;Indien;2016;31001;Diesel;Manual;First;3402;1248;885;5;844713
132070;Maruti Swift Dzire VDI;Kolkata;Westbengalen;Ostindien;Indien;2014;42109;Diesel;Manual;First;3276;1248;74;5;495176
132071;Skoda Rapid 1.5 TDI AT Elegance;Delhi;DelhiStaat;Nordindien;Indien;2015;55000;Diesel;Automatic;Second;30324;1498;10352;5;664119
132072;Maruti Alto 800 LXI;Hyderabad;Telangana;Südindien;Indien;2013;30852;Benzin;Manual;First;31836;796;473;5;290115
132073;Volkswagen Polo Benzin Highline 1.2L;Pune;Maharashtra;Westindien;Indien;2011;65000;Benzin;Manual;Second;23058;1198;739;5;349536
132074;Honda City i DTEC SV;Delhi;DelhiStaat;Nordindien;Indien;2015;65000;Diesel;Manual;First;364;1498;986;5;693247
132075;Maruti Swift Dzire LDI;Delhi;DelhiStaat;Nordindien;Indien;2013;72000;Diesel;Manual;First;3276;1248;74;5;313418
132076;Audi A4 2.0 TDI 177  Technology Edition;Bangalore;Karnataka;Südindien;Indien;2014;29000;Diesel;Automatic;First;23954;1968;17433;5;3029314
132077;Honda City i VTEC VX;Kolkata;Westbengalen;Ostindien;Indien;2015;32000;Benzin;Manual;First;2492;1497;1173;5;640817
132078;Ford Figo Aspire 1.2 Ti-VCT Ambiente;Chennai;Tamil Nadu;Ostindien;Indien;2016;29875;Benzin;Manual;First;25424;1196;868;5;565084
132079;Maruti Vitara Brezza LDi;Kochi;Kerala;Südindien;Indien;2018;32539;Diesel;Manual;First;3402;1248;885;5;977536
132080;Renault Duster 110PS Diesel RxL;Hyderabad;Telangana;Südindien;Indien;2015;83090;Diesel;Manual;First;26614;1461;10845;5;930932
132081;Hyundai i20 Active 1.4 SX;Hyderabad;Telangana;Südindien;Indien;2016;62679;Diesel;Manual;First;29666;1396;8873;5;809759
132082;Mahindra Logan Benzin 1.4 GLE;Mumbai;Maharashtra;Westindien;Indien;2010;93000;Benzin;Manual;First;2198;139;75;5;174768
132083;Honda City ZX GXi;Mumbai;Maharashtra;Westindien;Indien;2006;44000;Benzin;Manual;First;2478;1497;78;5;180594
132084;Ford Figo Benzin EXI;Bangalore;Karnataka;Südindien;Indien;2010;78400;Benzin;Manual;Second;2184;1196;70;5;320408
132085;Renault Duster Benzin RxL;Mumbai;Maharashtra;Westindien;Indien;2014;71300;Benzin;Manual;First;18284;1598;10253;5;495176
132086;Hyundai i10 Sportz 1.2;Kolkata;Westbengalen;Ostindien;Indien;2015;18000;Benzin;Manual;First;28504;1197;789;5;332059
132087;Land Rover Discovery Sport TD4 HSE 7S;Coimbatore;Tamil Nadu;Südindien;Indien;2019;24013;Diesel;Automatic;First;17934;1999;14831;7;6540989
132088;Audi Q5 2008-2012 2.0 TFSI Quattro;Ahmedabad;Gujarat;Westindien;Indien;2009;99100;Benzin;Automatic;Second;13636;1984;208;5;1165121
132089;Maruti Versa DX2 BS II;Mumbai;Maharashtra;Westindien;Indien;2003;62000;Benzin;Manual;Second;1582;1298;831;8;145640
132090;Maruti Swift Dzire ZDI;Kolkata;Westbengalen;Ostindien;Indien;2017;14000;Diesel;Manual;First;37226;1248;74;5;873841
132091;Audi A4 2.0 TDI Premium Sport Limited Edition;Coimbatore;Tamil Nadu;Südindien;Indien;2015;44811;Diesel;Automatic;First;23954;1968;17433;5;3007177
132092;Volkswagen Polo 1.2 MPI Comfortline;Ahmedabad;Gujarat;Westindien;Indien;2014;44000;Benzin;Manual;First;23058;1198;74;5;501002
132093;Toyota Fortuner 3.0 Diesel;Chennai;Tamil Nadu;Ostindien;Indien;2010;136000;Diesel;Manual;Second;161;2982;171;7;1281633
132094;Toyota Fortuner 3.0 Diesel;Jaipur;Rajastahn;Nordindien;Indien;2010;144113;Diesel;Manual;Second;161;2982;171;7;1369017
132095;Honda Accord 2.4 MT;Coimbatore;Tamil Nadu;Südindien;Indien;2012;94989;Benzin;Manual;First;1792;2354;1776;5;766650
132096;Maruti Swift ZDi;Chennai;Tamil Nadu;Ostindien;Indien;2012;58133;Diesel;Manual;First;3206;1248;74;5;559258
132097;Skoda Fabia 1.2 MPI Classic;Pune;Maharashtra;Westindien;Indien;2008;61000;Benzin;Manual;Second;245;1198;70;5;192245
132098;Jeep Compass 2.0 Sport;Kolkata;Westbengalen;Ostindien;Indien;2017;27000;Diesel;Manual;First;2394;1956;170;5;1747681
132099;Tata Nano Twist XT;Ahmedabad;Gujarat;Westindien;Indien;2014;18050;Benzin;Manual;Second;3556;624;375;4;116512
132100;Ford Fiesta 1.6 ZXi ABS;Hyderabad;Telangana;Südindien;Indien;2007;145277;Benzin;Manual;First;2142;1596;101;5;192245
132101;Maruti Celerio ZDi;Ahmedabad;Gujarat;Westindien;Indien;2015;42000;Diesel;Manual;First;38668;793;47;5;419444
132102;Toyota Fortuner 3.0 Diesel;Delhi;DelhiStaat;Nordindien;Indien;2011;86000;Diesel;Manual;First;161;2982;171;7;1339889
132103;Maruti Celerio ZDi;Ahmedabad;Gujarat;Westindien;Indien;2015;42150;Diesel;Manual;First;38668;793;47;5;419444
132104;Hyundai EON Era Plus;Pune;Maharashtra;Westindien;Indien;2015;30158;Benzin;Manual;First;2954;814;552;5;355362
132105;Ford Fiesta Diesel Trend;Bangalore;Karnataka;Südindien;Indien;2011;47000;Diesel;Manual;Second;329;1498;90;5;699073
132106;Volkswagen Polo 1.2 MPI Comfortline;Ahmedabad;Gujarat;Westindien;Indien;2013;39000;Benzin;Manual;First;23058;1198;74;5;436920
132107;Volkswagen Polo 1.2 MPI Comfortline;Coimbatore;Tamil Nadu;Südindien;Indien;2016;32125;Benzin;Manual;First;2268;1199;74;5;718880
132108;Maruti Vitara Brezza ZDi;Coimbatore;Tamil Nadu;Südindien;Indien;2017;58829;Diesel;Manual;First;3402;1248;885;5;1054434
132109;Honda Brio S MT;Coimbatore;Tamil Nadu;Südindien;Indien;2013;67559;Benzin;Manual;First;2716;1198;868;5;471874
132110;Maruti Swift Dzire VXi;Pune;Maharashtra;Westindien;Indien;2013;55000;Benzin;Manual;First;245;1298;858;5;495176
132111;Maruti Celerio LXI MT;Kolkata;Westbengalen;Ostindien;Indien;2018;30000;Benzin;Manual;First;3234;998;6704;5;436920
132112;Hyundai Creta 1.6 SX Plus Benzin Automatic;Mumbai;Maharashtra;Westindien;Indien;2016;28000;Benzin;Automatic;First;182;1591;1213;5;1380668
132113;Ford Ecosport 1.5 DV5 MT Titanium;Kochi;Kerala;Südindien;Indien;2016;31826;Diesel;Manual;First;3178;1498;8984;5;960060
132114;Honda CR-V RVi MT;Jaipur;Rajastahn;Nordindien;Indien;2008;100009;Benzin;Manual;Second;1834;1997;1411;5;757329
132115;Land Rover Discovery Sport SD4 HSE Luxury 7S;Coimbatore;Tamil Nadu;Südindien;Indien;2019;17201;Diesel;Automatic;First;17514;2179;1877;7;6863727
132116;Mahindra XUV500 W8 2WD;Delhi;DelhiStaat;Nordindien;Indien;2014;74345;Diesel;Manual;First;2114;2179;140;7;932097
132117;Volkswagen Polo 1.2 MPI Highline;Kochi;Kerala;Südindien;Indien;2015;58134;Benzin;Manual;First;23058;1198;74;5;540616
132118;Hyundai i10 Magna AT;Kochi;Kerala;Südindien;Indien;2010;30566;Benzin;Automatic;First;2688;1197;80;5;386820
132119;Hyundai i10 Magna 1.2;Chennai;Tamil Nadu;Ostindien;Indien;2012;55231;Benzin;Manual;Second;28504;1197;789;5;323904
132120;Chevrolet Cruze LTZ AT;Kochi;Kerala;Südindien;Indien;2016;67774;Diesel;Automatic;First;20734;1998;1637;5;1042783
132121;Mercedes-Benz E-Class E 200 CGI;Mumbai;Maharashtra;Westindien;Indien;2013;50319;Benzin;Automatic;First;168;1991;18103;5;2557440
132122;Hyundai Sonata 2.4 GDI;Ahmedabad;Gujarat;Westindien;Indien;2013;45000;Benzin;Manual;First;1638;2359;134;5;920446
132123;Mercedes-Benz New C-Class C 200 Kompressor Elegance AT;Kolkata;Westbengalen;Ostindien;Indien;2007;43627;Benzin;Automatic;First;16436;1796;186;5;3378851
132124;Volkswagen Polo Diesel Trendline 1.2L;Kolkata;Westbengalen;Ostindien;Indien;2013;45000;Diesel;Manual;First;30898;1199;739;5;378664
132125;Honda City i VTEC SV;Mumbai;Maharashtra;Westindien;Indien;2014;10500;Benzin;Manual;First;2436;1497;1173;5;687421
132126;Maruti Vitara Brezza ZDi;Coimbatore;Tamil Nadu;Südindien;Indien;2017;21789;Diesel;Manual;First;3402;1248;885;5;1151139
132127;Hyundai Elite i20 Asta Option;Coimbatore;Tamil Nadu;Südindien;Indien;2019;21134;Benzin;Manual;First;2604;1197;8186;5;1022976
132128;Tata New Safari Dicor EX 4X2;Kolkata;Westbengalen;Ostindien;Indien;2011;90000;Diesel;Manual;Second;19502;2179;1381;7;320408
132129;Nissan Sunny 2011-2014 Diesel XL;Kochi;Kerala;Südindien;Indien;2014;51553;Diesel;Manual;First;30296;1461;848;5;696742
132130;BMW 3 Series 330 Ci Convertible;Delhi;DelhiStaat;Nordindien;Indien;2011;31000;Benzin;Automatic;First;1526;2497;215;5;3611875
132131;Toyota Corolla 1.8 J;Delhi;DelhiStaat;Nordindien;Indien;2011;67422;Benzin;Manual;Second;20342;1798;138;5;413618
132132;Hyundai Verna 1.6 SX;Kochi;Kerala;Südindien;Indien;2015;60519;Diesel;Manual;First;31248;1582;12632;5;727035
132133;Maruti Swift Dzire VDi;Kolkata;Westbengalen;Ostindien;Indien;2009;34000;Diesel;Manual;First;2702;1248;739;5;255161
132134;Maruti Dzire VDI;Hyderabad;Telangana;Südindien;Indien;2013;68434;Diesel;Manual;First;3976;1248;7375;5;640817
132135;Maruti Alto K10 VXI;Pune;Maharashtra;Westindien;Indien;2014;17000;Benzin;Manual;First;33698;998;671;5;244675
132136;Jaguar XJ 5.0 L V8 Supercharged;Coimbatore;Tamil Nadu;Südindien;Indien;2011;43686;Benzin;Automatic;First;147;5;503;4;5902503
132137;Mercedes-Benz New C-Class 220 CDI AT;Kolkata;Westbengalen;Ostindien;Indien;2012;22000;Diesel;Automatic;First;20776;2143;170;5;1631169
132138;Hyundai Verna CRDi 1.6 SX Option;Mumbai;Maharashtra;Westindien;Indien;2013;79225;Diesel;Manual;First;308;1582;1262;5;640817
132139;Chevrolet Aveo 1.6 LT;Pune;Maharashtra;Westindien;Indien;2007;63000;Benzin;Manual;Third;1988;1598;102;5;139815
132140;Maruti Swift VXI BSIV;Hyderabad;Telangana;Südindien;Indien;2014;61922;Benzin;Manual;First;2856;1197;818;5;617514
132141;Hyundai Verna 1.6 CRDi S;Chennai;Tamil Nadu;Ostindien;Indien;2015;85000;Diesel;Manual;First;3346;1582;1262;5;734026
132142;Mercedes-Benz GLC 220d Celebration Edition;Kochi;Kerala;Südindien;Indien;2017;26192;Diesel;Automatic;First;2506;2143;168;5;4715244
132143;Toyota Fortuner 4x2 Manual;Delhi;DelhiStaat;Nordindien;Indien;2013;65000;Diesel;Manual;First;182;2982;1685;7;1875845
132144;Audi Q5 2008-2012 2.0 TDI;Delhi;DelhiStaat;Nordindien;Indien;2014;44999;Diesel;Automatic;First;1792;1968;1676;5;2912802
132145;BMW 3 Series 320d Dynamic;Mumbai;Maharashtra;Westindien;Indien;2008;81308;Diesel;Automatic;Second;1848;1995;170;5;926271
132146;Maruti Alto 800 2016-2019 LXI;Delhi;DelhiStaat;Nordindien;Indien;2016;35000;Benzin;Manual;First;3458;796;473;5;308757
132147;Maruti Alto K10 2010-2014 VXI;Coimbatore;Tamil Nadu;Südindien;Indien;2012;65349;Benzin;Manual;First;29288;998;671;5;327399
132148;Audi A4 1.8 TFSI Technology Edition;Hyderabad;Telangana;Südindien;Indien;2012;80000;Benzin;Automatic;First;21896;1798;16762;5;2038962
132149;Maruti Swift VXi BSIV;Mumbai;Maharashtra;Westindien;Indien;2012;61000;Benzin;Manual;First;2254;1197;85;5;384490
132150;Maruti Wagon R VXI;Kochi;Kerala;Südindien;Indien;2019;31817;Benzin;Manual;First;315;998;6704;5;622175
132151;Skoda Rapid 1.5 TDI Ambition;Hyderabad;Telangana;Südindien;Indien;2016;41000;Diesel;Manual;First;29596;1498;10352;5;990353
132152;Honda Jazz S;Kochi;Kerala;Südindien;Indien;2010;82606;Benzin;Manual;Second;224;1198;90;5;313418
132153;Mahindra XUV500 W10 2WD;Ahmedabad;Gujarat;Westindien;Indien;2015;52000;Diesel;Manual;First;224;2179;140;7;1339889
132154;Maruti Ritz VXi;Coimbatore;Tamil Nadu;Südindien;Indien;2011;50318;Benzin;Manual;First;259;1197;858;5;473039
132155;Mercedes-Benz GLE 250d;Hyderabad;Telangana;Südindien;Indien;2016;50000;Diesel;Automatic;First;2506;2143;20115;5;5709093
132156;Skoda Rapid 1.6 TDI Ambition;Bangalore;Karnataka;Südindien;Indien;2012;72000;Diesel;Manual;First;287;1598;1035;5;535956
132157;Hyundai Grand i10 CRDi Magna;Delhi;DelhiStaat;Nordindien;Indien;2015;63776;Diesel;Manual;First;336;112;70;5;461388
132158;Hyundai Elite i20 Benzin Asta;Mumbai;Maharashtra;Westindien;Indien;2015;28133;Benzin;Manual;First;2604;1197;8186;5;652468
132159;Tata Zest Quadrajet 1.3 75PS XE;Kolkata;Westbengalen;Ostindien;Indien;2017;45000;Diesel;Manual;First;3213;1248;74;5;436920
132160;Hyundai i20 Magna 1.4 CRDi;Jaipur;Rajastahn;Nordindien;Indien;2015;55697;Diesel;Manual;First;31556;1396;8873;5;640817
132161;Skoda Rapid 1.6 TDI Elegance;Delhi;DelhiStaat;Nordindien;Indien;2012;62000;Diesel;Manual;Second;287;1598;1035;5;349536
132162;Fiat Linea Emotion;Mumbai;Maharashtra;Westindien;Indien;2011;48000;Benzin;Manual;First;224;1368;90;5;349536
132163;Maruti Swift VXI BSIII W/ ABS;Pune;Maharashtra;Westindien;Indien;2010;90246;Benzin;Manual;First;2254;1298;882;5;343711
132164;Tata Indica V2 2001-2011 eLS;Hyderabad;Telangana;Südindien;Indien;2015;80500;Diesel;Manual;First;35;1396;69;5;285455
132165;Mercedes-Benz New C-Class C 220 CDI Elegance AT;Pune;Maharashtra;Westindien;Indien;2012;119000;Diesel;Automatic;First;20776;2143;170;5;1630004
132166;Mercedes-Benz GLE 350d;Bangalore;Karnataka;Südindien;Indien;2016;28541;Diesel;Automatic;First;16198;2987;25479;5;7078110
132167;Honda City V MT AVN;Chennai;Tamil Nadu;Ostindien;Indien;2012;41000;Benzin;Manual;Second;2352;1497;1163;5;524304
132168;Hyundai i20 Magna;Mumbai;Maharashtra;Westindien;Indien;2010;58000;Benzin;Manual;Second;259;1197;80;5;291280
132169;Toyota Fortuner 4x2 Manual;Chennai;Tamil Nadu;Ostindien;Indien;2015;99000;Diesel;Manual;First;182;2982;1685;7;2388498
132170;Hyundai Grand i10 Magna;Delhi;DelhiStaat;Nordindien;Indien;2014;31200;Benzin;Manual;First;2646;1197;82;5;454397
132171;Volkswagen Jetta 2007-2011 2.0 TDI Comfortline;Chennai;Tamil Nadu;Ostindien;Indien;2009;85000;Diesel;Manual;Second;21;1896;105;5;407792
132172;Ford EcoSport 1.5 Ti VCT AT Titanium;Hyderabad;Telangana;Südindien;Indien;2016;60924;Benzin;Automatic;First;21882;1499;1104;5;967050
