id,name,ort,bundesstaat,region,land,jahr,kilometerstand,pS,preisEuro,kraftstoff,schaltung,besitzer,kilometerPerLiter,hubraum,sitze
132340,Mini Cooper S Carbon Edition,Delhi,DelhiStaat,Nordindien,Indien,2012,18000,183,2634428,Benzin,Automatisch,Erster,13.6,1598,4
132341,Honda Brio V MT,Pune,Maharashtra,Westindien,Indien,2012,65167,88,392769,Benzin,Manual,Erster,19.4,1198,5
132342,Maruti Ciaz ZXi Option,Kochi,Kerala,S?dindien,Indien,2016,25418,92,849004,Benzin,Manual,Erster,20.73,1373,5
132343,Maruti Swift Dzire ZDi,Coimbatore,Tamil Nadu,Ostindien,Indien,2013,38995,75,773564,Diesel,Manual,Erster,19.3,1248,5
132344,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,Tamil Nadu,Ostindien,Indien,2012,60000,75,478987,Diesel,Manual,Erster,22.07,1199,5
132345,BMW X1 sDrive20d,Delhi,DelhiStaat,Nordindien,Indien,2011,72000,186,1317214,Diesel,Automatisch,Erster,17.05,1995,5
132346,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,31075,244,5962189,Diesel,Automatisch,Zweiter,12.07,2967,7
132347,Ford Figo 1.5D Trend MT,Kolkata,Westbengalen,Ostindien,Indien,2015,4311,100,574784,Diesel,Manual,Erster,25.83,1498,5
132348,BMW 3 Series Luxury Line,Bangalore,Karnataka,S?dindien,Indien,2017,21000,192,4191135,Diesel,Automatisch,Erster,21.76,1995,5
132349,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,Karnataka,S?dindien,Indien,2011,54000,226,263323,Diesel,Automatisch,Erster,14,2987,5
132350,Maruti Wagon R LX BSIII,Mumbai,Maharashtra,Westindien,Indien,2007,50000,65,131721,Benzin,Manual,Zweiter,17.3,1061,5
132351,Maruti Baleno Zeta 1.2,Delhi,DelhiStaat,Nordindien,Indien,2018,13000,84,790328,Benzin,Manual,Erster,21.4,1197,5
132352,Maruti Dzire VXI,Pune,Maharashtra,Westindien,Indien,2013,74000,83,53886,Benzin,Manual,Erster,22,1197,5
132353,Chevrolet Aveo U-VA 1.2 LT,Pune,Maharashtra,Westindien,Indien,2009,75000,77,119747,Benzin,Manual,Zweiter,14.7,1150,5
132354,Volkswagen Polo 1.5 TDI Highline,Chennai,Tamil Nadu,Ostindien,Indien,2017,25000,89,826252,Diesel,Manual,Erster,20.14,1498,5
132355,Audi Q5 30 TDI quattro Premium,Mumbai,Maharashtra,Westindien,Indien,2015,52000,176,3052344,Diesel,Automatisch,Erster,14.16,1968,5
132356,Audi A6 35 TDI Matrix,Chennai,Tamil Nadu,Ostindien,Indien,2015,20000,190,4251008,Diesel,Automatisch,Erster,18.53,1968,5
132357,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,Kerala,S?dindien,Indien,2018,32663,75,752009,Diesel,Manual,Erster,24,1186,5
132358,Mahindra Scorpio SLE BSIV,Delhi,DelhiStaat,Nordindien,Indien,2012,76777,121,584364,Diesel,Manual,Zweiter,12.05,2179,8
132359,Tata Bolt Quadrajet XE,Hyderabad,Telangana,S?dindien,Indien,2016,100303,75,443063,Diesel,Manual,Erster,22.95,1248,5
132360,Hyundai EON Era Plus,Kochi,Kerala,S?dindien,Indien,2015,43993,56,413126,Benzin,Manual,Erster,21.1,814,5
132361,Mahindra Scorpio S8 8 Seater,Kochi,Kerala,S?dindien,Indien,2016,72118,121,1225009,Diesel,Manual,Erster,15.4,2179,8
132362,Honda Aord 2001-2003 2.0 AT,Bangalore,Karnataka,S?dindien,Indien,2010,83000,143,778354,Benzin,Automatisch,Zweiter,11.1,2354,5
132363,Volkswagen Polo 1.2 MPI Highline,Mumbai,Maharashtra,Westindien,Indien,2016,7523,75,736442,Benzin,Manual,Erster,16.2,1199,5
132364,Maruti Eeco 7 Seater Standard,Mumbai,Maharashtra,Westindien,Indien,2014,34670,74,347265,Benzin,Manual,Erster,15.1,1196,7
132365,Hyundai Grand i10 CRDi Sportz,Ahmedabad,Gujarat,Westindien,Indien,2016,30000,71,658607,Diesel,Manual,Erster,24,1120,5
132366,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,Tamil Nadu,Ostindien,Indien,2017,17000,199,3712148,Diesel,Automatisch,Erster,10.91,3198,7
132367,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,DelhiStaat,Nordindien,Indien,2015,59261,75,508924,Diesel,Manual,Erster,24,1186,5
132368,Maruti Swift VDI,Kochi,Kerala,S?dindien,Indien,2016,65210,75,656212,Diesel,Manual,Erster,22.9,1248,5
132369,Hyundai i20 1.2 Asta Option,Bangalore,Karnataka,S?dindien,Indien,2016,19000,83,868164,Benzin,Manual,Erster,18.6,1197,5
132370,Maruti Swift Dzire VXi,Hyderabad,Telangana,S?dindien,Indien,2012,50000,87,35924,Benzin,Manual,Erster,17.5,1298,5
132371,BMW 3 Series 320d Luxury Line,Hyderabad,Telangana,S?dindien,Indien,2015,47000,192,3532528,Diesel,Automatisch,Erster,22.69,1995,5
132372,Honda City ZX GXi,Mumbai,Maharashtra,Westindien,Indien,2007,75000,79,178423,Benzin,Manual,Zweiter,17.7,1497,5
132373,Hyundai i10 Sportz 1.2 AT,Pune,Maharashtra,Westindien,Indien,2013,54534,80,437075,Benzin,Automatisch,Erster,16.95,1197,5
132374,Ford Ecosport Signature Edition Diesel,Ahmedabad,Gujarat,Westindien,Indien,2018,13000,100,1305239,Diesel,Manual,Erster,23,1498,5
132375,Maruti Celerio ZXI MT,Bangalore,Karnataka,S?dindien,Indien,2015,48808,68,514911,Benzin,Manual,Erster,23.1,998,5
132376,Maruti Ertiga VDI,Pune,Maharashtra,Westindien,Indien,2012,63001,90,731652,Diesel,Manual,Zweiter,20.77,1248,7
132377,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,Telangana,S?dindien,Indien,2015,64771,103,1856074,Diesel,Manual,Erster,12.8,2494,8
132378,Honda City i VTEC SV,Mumbai,Maharashtra,Westindien,Indien,2016,34634,118,826252,Benzin,Manual,Erster,17.8,1497,5
132379,Maruti Swift Dzire VXI,Bangalore,Karnataka,S?dindien,Indien,2012,69242,87,561612,Benzin,Manual,Erster,19.1,1197,5
132380,Maruti Ritz LXi,Kochi,Kerala,S?dindien,Indien,2011,33292,87,381992,Benzin,Manual,Erster,18.5,1197,5
132381,Hyundai i20 Sportz AT 1.4,Pune,Maharashtra,Westindien,Indien,2012,55000,100,44905,Benzin,Automatisch,Zweiter,15,1396,5
132382,Hyundai i20 Active SX Dual Tone Benzin,Pune,Maharashtra,Westindien,Indien,2019,1000,83,1029822,Benzin,Manual,Erster,17.19,1197,5
132383,Honda City 1.5 E MT,Chennai,Tamil Nadu,Ostindien,Indien,2011,80000,119,461025,Benzin,Manual,Zweiter,17,1497,5
132384,Porsche Cayenne S Diesel,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,65003,386,8122419,Diesel,Automatisch,Erster,13.6,4134,5
132385,Honda Amaze VX i-VTEC,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,16573,88,1114842,Benzin,Manual,Erster,17.8,1198,5
132386,Honda Civic 2006-2010 1.8 S AT,Pune,Maharashtra,Westindien,Indien,2008,152633,131,35924,Benzin,Automatisch,Erster,12.9,1799,5
132387,Hyundai i20 Magna 1.2,Bangalore,Karnataka,S?dindien,Indien,2015,53000,83,658607,Benzin,Manual,Erster,18.6,1197,5
132388,Hyundai Creta 1.6 CRDi SX,Hyderabad,Telangana,S?dindien,Indien,2017,50129,127,1592631,Diesel,Manual,Erster,19.67,1582,5
132389,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,Telangana,S?dindien,Indien,2013,63716,176,2754174,Diesel,Automatisch,Erster,15.73,1968,5
132390,Maruti Alto 800 2016-2019 LXI,Mumbai,Maharashtra,Westindien,Indien,2018,11000,48,401151,Benzin,Manual,Erster,24.7,796,5
132391,BMW X1 sDrive 20d Exclusive,Chennai,Tamil Nadu,Ostindien,Indien,2012,115000,179,1197467,Diesel,Automatisch,Dritter,15.06,1995,5
132392,Hyundai i10 Magna,Delhi,DelhiStaat,Nordindien,Indien,2013,63265,80,353253,Benzin,Manual,Erster,20.36,1197,5
132393,Volkswagen Ameo 1.5 TDI Highline,Pune,Maharashtra,Westindien,Indien,2016,20000,110,80829,Diesel,Manual,Erster,21.66,1498,5
132394,Volkswagen Polo Benzin Highline 1.2L,Pune,Maharashtra,Westindien,Indien,2010,79000,75,292182,Benzin,Manual,Dritter,16.47,1198,5
132395,Maruti Ciaz VXi Plus,Mumbai,Maharashtra,Westindien,Indien,2015,41000,92,700518,Benzin,Manual,Erster,20.73,1373,5
132396,Volkswagen Polo GT TSI,Kochi,Kerala,S?dindien,Indien,2015,26323,105,886126,Benzin,Automatisch,Erster,17.21,1197,5
132397,Hyundai Xcent 1.1 CRDi Base,Pune,Maharashtra,Westindien,Indien,2016,76000,72,455038,Diesel,Manual,Erster,24.4,1120,5
132398,Honda Civic 2006-2010 1.8 S MT,Hyderabad,Telangana,S?dindien,Indien,2008,69972,131,455038,Benzin,Manual,Erster,13.5,1799,5
132399,Honda City ZX GXi,Kolkata,Westbengalen,Ostindien,Indien,2008,69000,79,323316,Benzin,Manual,Erster,17.7,1497,5
132400,Mahindra Bolero ZLX,Jaipur,Rajastahn,Nordindien,Indien,2016,65000,63,863374,Diesel,Manual,Erster,15.96,2523,7
132401,Honda City i VTEC V,Hyderabad,Telangana,S?dindien,Indien,2016,29512,118,945999,Benzin,Manual,Erster,17.4,1497,5
132402,Hyundai Xcent 1.2 CRDi S,Kolkata,Westbengalen,Ostindien,Indien,2017,51000,75,502936,Diesel,Manual,Erster,25.4,1186,5
132403,Renault Duster 110PS Diesel RxL,Mumbai,Maharashtra,Westindien,Indien,2014,58003,110,688544,Diesel,Manual,Erster,19.01,1461,5
132404,Maruti A-Star AT VXI,Hyderabad,Telangana,S?dindien,Indien,2013,56500,67,413126,Benzin,Automatisch,Erster,16.98,998,5
132405,Audi A4 2.0 TDI 177  Premium Plus,Bangalore,Karnataka,S?dindien,Indien,2014,29063,176,3083478,Diesel,Automatisch,Erster,17.11,1968,5
132406,Mahindra XUV500 W8 2WD,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,46811,141,1986598,Diesel,Manual,Erster,16,2179,7
132407,Renault Pulse Benzin RxZ,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,31897,76,561612,Benzin,Manual,Erster,18.06,1198,5
132408,BMW 3 Series 320d,Mumbai,Maharashtra,Westindien,Indien,2009,52100,172,8981,Diesel,Automatisch,Zweiter,13.2,1995,5
132409,Toyota Innova Crysta 2.4 GX MT,Hyderabad,Telangana,S?dindien,Indien,2016,73000,149,1975821,Diesel,Manual,Erster,13.68,2393,7
132410,Honda City 1.5 S MT,Kolkata,Westbengalen,Ostindien,Indien,2009,31423,119,238296,Benzin,Manual,Erster,17,1497,5
132411,Maruti Swift VDI,Chennai,Tamil Nadu,Ostindien,Indien,2014,75180,75,62867,Diesel,Manual,Erster,22.9,1248,5
132412,Renault Duster 110PS Diesel RxZ Plus,Mumbai,Maharashtra,Westindien,Indien,2013,75000,110,646632,Diesel,Manual,Zweiter,19.64,1461,5
132413,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,Maharashtra,Westindien,Indien,2014,15000,75,467012,Benzin,Manual,Erster,16.47,1198,5
132414,Hyundai i20 Active 1.2 S,Mumbai,Maharashtra,Westindien,Indien,2015,12000,83,694531,Benzin,Manual,Erster,17.19,1197,5
132415,BMW 5 Series 2013-2017 520d Luxury Line,Pune,Maharashtra,Westindien,Indien,2014,32000,192,3652275,Diesel,Automatisch,Erster,18.12,1995,5
132416,Maruti Swift Dzire LDI,Hyderabad,Telangana,S?dindien,Indien,2017,44504,75,670582,Diesel,Manual,Erster,23.4,1248,5
132417,Maruti Swift LDI,Jaipur,Rajastahn,Nordindien,Indien,2015,39437,75,616696,Diesel,Manual,Erster,28.4,1248,5
132418,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,36931,127,1135199,Diesel,Automatisch,Erster,19.08,1582,5
132419,Tata Nano XTA,Bangalore,Karnataka,S?dindien,Indien,2016,17800,38,284997,Benzin,Automatisch,Zweiter,21.9,624,4
132420,Maruti Swift Dzire LXi,Hyderabad,Telangana,S?dindien,Indien,2009,71346,87,455038,Benzin,Manual,Erster,17.5,1298,5
132421,Hyundai i20 Asta Option 1.2,Delhi,DelhiStaat,Nordindien,Indien,2015,45000,83,658607,Benzin,Manual,Zweiter,18.6,1197,5
132422,Hyundai i20 1.2 Sportz,Hyderabad,Telangana,S?dindien,Indien,2010,85155,81,425101,Benzin,Manual,Erster,17,1197,5
132423,Maruti Ciaz ZXi,Mumbai,Maharashtra,Westindien,Indien,2015,48823,92,760392,Benzin,Manual,Erster,20.73,1373,5
132424,Land Rover Range Rover 2.2L Prestige,Delhi,DelhiStaat,Nordindien,Indien,2015,37000,190,4310882,Diesel,Automatisch,Erster,12.7,2179,5
132425,Tata Indigo LX BSII,Hyderabad,Telangana,S?dindien,Indien,2005,92000,71,131721,Diesel,Manual,Zweiter,16.1,1405,5
132426,Tata Zest Revotron 1.2T XM,Mumbai,Maharashtra,Westindien,Indien,2014,36000,90,443063,Benzin,Manual,Erster,17.57,1193,5
132427,Mahindra XUV500 W10 1.99 mHawk,Delhi,DelhiStaat,Nordindien,Indien,2016,24569,141,1616581,Diesel,Manual,Erster,16,1997,7
132428,Honda Aord 2.4 AT,Mumbai,Maharashtra,Westindien,Indien,2008,95000,179,341278,Benzin,Automatisch,Dritter,11.7,2354,5
132429,Tata Nano Twist XT,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,25811,38,25506,Benzin,Manual,Zweiter,25.4,624,4
132430,Hyundai Elantra CRDi S,Ahmedabad,Gujarat,Westindien,Indien,2015,65000,127,928037,Diesel,Manual,Erster,22.7,1582,5
132431,Tata Indica V2 eLS,Chennai,Tamil Nadu,Ostindien,Indien,2017,100400,70,341278,Diesel,Manual,Erster,25,1396,5
132432,Honda Amaze S i-Dtech,Jaipur,Rajastahn,Nordindien,Indien,2014,76414,100,592746,Diesel,Manual,Erster,25.8,1498,5
132433,Mahindra XUV500 W8 2WD,Kochi,Kerala,S?dindien,Indien,2012,82103,141,74243,Diesel,Manual,Erster,15.1,2179,7
132434,BMW X3 xDrive 20d Expedition,Pune,Maharashtra,Westindien,Indien,2013,98000,192,2095567,Diesel,Automatisch,Erster,18.56,1995,5
132435,Hyundai Grand i10 1.2 Kappa Magna,Pune,Maharashtra,Westindien,Indien,2010,45252,83,26943,Benzin,Manual,Erster,18.9,1197,5
132436,Maruti Baleno Zeta 1.2,Delhi,DelhiStaat,Nordindien,Indien,2017,10300,84,80829,Benzin,Manual,Erster,21.4,1197,5
132437,Hyundai Verna 1.6 CRDi AT SX,Kochi,Kerala,S?dindien,Indien,2016,42024,127,1165136,Diesel,Automatisch,Erster,19.08,1582,5
132438,Maruti Ertiga VDI,Kochi,Kerala,S?dindien,Indien,2018,51236,89,101665,Diesel,Manual,Erster,25.47,1248,7
132439,Mini Cooper S Carbon Edition,Mumbai,Maharashtra,Westindien,Indien,2013,52000,183,2993668,Benzin,Automatisch,Erster,13.6,1598,4
132440,Maruti Ritz ZDi,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,42894,75,669384,Diesel,Manual,Erster,23.2,1248,5
132441,Skoda Laura L n K 1.9 PD AT,Mumbai,Maharashtra,Westindien,Indien,2011,68000,107,574784,Diesel,Automatisch,Erster,15.6,1896,5
132442,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,DelhiStaat,Nordindien,Indien,2014,69000,91,65262,Diesel,Manual,Erster,22.7,1498,5
132443,Hyundai i20 2015-2017 Sportz 1.2,Pune,Maharashtra,Westindien,Indien,2017,10000,83,778354,Benzin,Manual,Erster,18.6,1197,5
132444,Honda Brio E MT,Chennai,Tamil Nadu,Ostindien,Indien,2015,16000,88,520898,Benzin,Manual,Erster,19.4,1198,5
132445,Honda Amaze S i-Dtech,Kolkata,Westbengalen,Ostindien,Indien,2013,46992,100,44905,Diesel,Manual,Erster,25.8,1498,5
132446,BMW 5 Series 2003-2012 520d,Pune,Maharashtra,Westindien,Indien,2010,170000,179,1436961,Diesel,Automatisch,Dritter,18.48,1995,5
132447,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,DelhiStaat,Nordindien,Indien,2014,58000,244,3831895,Diesel,Automatisch,Erster,12.07,2967,7
132448,Hyundai Grand i10 CRDi Magna,Jaipur,Rajastahn,Nordindien,Indien,2015,50000,71,478987,Diesel,Manual,Zweiter,24,1120,5
132449,Nissan Micra Diesel XV,Kolkata,Westbengalen,Ostindien,Indien,2011,39010,64,311341,Diesel,Manual,Erster,23.08,1461,5
132450,Hyundai Grand i10 Sportz,Jaipur,Rajastahn,Nordindien,Indien,2016,26946,83,532873,Benzin,Manual,Erster,18.9,1197,5
132451,Hyundai EON Era,Pune,Maharashtra,Westindien,Indien,2015,28700,56,311341,Benzin,Manual,Erster,21.1,814,5
132452,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,Tamil Nadu,Ostindien,Indien,2011,60000,188,1915947,Benzin,Automatisch,Erster,11.74,1796,5
132453,Land Rover Range Rover 2.2L Pure,Delhi,DelhiStaat,Nordindien,Indien,2014,38999,190,3891768,Diesel,Automatisch,Erster,12.7,2179,5
132454,Mahindra Ssangyong Rexton RX7,Mumbai,Maharashtra,Westindien,Indien,2016,39000,186,1658492,Diesel,Automatisch,Erster,11.18,2696,7
132455,Maruti Ciaz 1.4 Delta,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,7784,92,1048981,Benzin,Manual,Erster,20.73,1373,5
132456,Mercedes-Benz R-Class R350 4Matic Long,Kochi,Kerala,S?dindien,Indien,2014,45710,275,2835602,Benzin,Automatisch,Erster,11.8,3498,7
132457,Maruti Dzire AMT VXI,Chennai,Tamil Nadu,Ostindien,Indien,2017,42000,83,658607,Benzin,Automatisch,Erster,22,1197,5
132458,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,Tamil Nadu,Ostindien,Indien,2013,75995,339,7880531,Diesel,Automatisch,Zweiter,11.49,4367,5
132459,Renault Duster 110PS Diesel RxZ,Kolkata,Westbengalen,Ostindien,Indien,2013,57000,110,597536,Diesel,Manual,Erster,19.01,1461,5
132460,Hyundai Verna 1.6 SX,Chennai,Tamil Nadu,Ostindien,Indien,2013,85350,128,682556,Diesel,Manual,Zweiter,22.32,1582,5
132461,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,82725,139,1435763,Benzin,Automatisch,Erster,14.28,1798,5
132462,BMW 3 Series Sport,Mumbai,Maharashtra,Westindien,Indien,2016,19000,192,3591204,Diesel,Automatisch,Zweiter,21.76,1995,5
132463,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,Tamil Nadu,Ostindien,Indien,2018,13900,112,1137594,Benzin,Manual,Erster,18.88,1499,5
132464,Maruti Swift VDI BSIV,Hyderabad,Telangana,S?dindien,Indien,2014,108000,75,658607,Diesel,Manual,Erster,25.2,1248,5
132465,Hyundai Santa Fe 4x4 AT,Bangalore,Karnataka,S?dindien,Indien,2016,36000,196,2754174,Diesel,Automatisch,Erster,11.72,2199,7
132466,Tata Indica V2 DLS,Hyderabad,Telangana,S?dindien,Indien,2013,62188,54,353253,Diesel,Manual,Erster,17.2,1396,5
132467,Hyundai Grand i10 CRDi Sportz,Kochi,Kerala,S?dindien,Indien,2015,58397,71,586759,Diesel,Manual,Erster,24,1120,5
132468,Maruti Wagon R VXI AMT,Delhi,DelhiStaat,Nordindien,Indien,2016,30000,68,508924,Benzin,Automatisch,Erster,22.5,998,5
132469,Mahindra XUV500 W10 2WD,Kochi,Kerala,S?dindien,Indien,2018,29907,141,1959056,Diesel,Manual,Erster,16,2179,7
132470,Audi A4 2.0 TDI,Kolkata,Westbengalen,Ostindien,Indien,2009,46000,149,119148,Diesel,Automatisch,Erster,16.55,1968,5
132471,Volkswagen Vento Diesel Highline,Bangalore,Karnataka,S?dindien,Indien,2012,65000,105,658607,Diesel,Manual,Erster,20.54,1598,5
132472,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,DelhiStaat,Nordindien,Indien,2016,22000,89,98791,Diesel,Manual,Erster,24.3,1248,5
132473,Maruti Zen LX,Chennai,Tamil Nadu,Ostindien,Indien,2002,99024,61,113759,Benzin,Manual,Erster,17.3,993,5
132474,Hyundai i10 Era,Kochi,Kerala,S?dindien,Indien,2016,34952,69,480184,Benzin,Manual,Erster,19.81,1086,5
132475,Honda WR-V Edge Edition i-VTEC S,Kochi,Kerala,S?dindien,Indien,2019,13913,90,981923,Benzin,Manual,Erster,17.5,1199,5
132476,Honda City i DTEC VX,Chennai,Tamil Nadu,Ostindien,Indien,2014,71000,100,74243,Diesel,Manual,Zweiter,25.1,1498,5
132477,Toyota Fortuner 4x2 4 Speed AT,Chennai,Tamil Nadu,Ostindien,Indien,2012,97000,171,2005757,Diesel,Automatisch,Erster,11.5,2982,7
132478,Mahindra XUV500 AT W10 FWD,Delhi,DelhiStaat,Nordindien,Indien,2017,21000,141,1975821,Diesel,Automatisch,Erster,16,2179,7
132479,Ford Figo Diesel ZXI,Kolkata,Westbengalen,Ostindien,Indien,2012,110438,69,419113,Diesel,Manual,Erster,20,1399,5
132480,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,66507,90,650225,Benzin,Automatisch,Zweiter,19,1199,5
132481,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,54650,199,3634313,Diesel,Automatisch,Erster,10.91,3198,7
132482,Nissan Sunny XL CVT,Hyderabad,Telangana,S?dindien,Indien,2014,32000,101,956776,Benzin,Automatisch,Erster,17.97,1498,5
132483,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,Tamil Nadu,Ostindien,Indien,2011,75378,67,429891,Diesel,Manual,Erster,18.7,1896,5
132484,Chevrolet Beat Diesel LT,Chennai,Tamil Nadu,Ostindien,Indien,2012,82697,58,227519,Diesel,Manual,Erster,25.44,936,5
132485,Toyota Camry W2 (AT),Chennai,Tamil Nadu,Ostindien,Indien,2009,135000,166,56281,Benzin,Automatisch,Erster,12.1,2362,5
132486,Renault Duster 110PS Diesel RxZ,Chennai,Tamil Nadu,Ostindien,Indien,2012,149000,110,868164,Diesel,Manual,Erster,19.01,1461,5
132487,Mercedes-Benz GLA Class 200 d Style,Kochi,Kerala,S?dindien,Indien,2016,26212,137,2929005,Diesel,Automatisch,Erster,17.9,2143,5
132488,Tata Zest Revotron 1.2T XMS,Pune,Maharashtra,Westindien,Indien,2014,23500,90,467012,Benzin,Manual,Zweiter,17.57,1193,5
132489,Hyundai i20 1.2 Magna,Coimbatore,Tamil Nadu,Ostindien,Indien,2013,56127,81,616696,Benzin,Manual,Erster,18.5,1197,5
132490,Maruti Wagon R VXI AMT1.2,Mumbai,Maharashtra,Westindien,Indien,2015,26000,83,437075,Benzin,Automatisch,Erster,21.5,1197,5
132491,Hyundai Xcent 1.2 CRDi S,Kolkata,Westbengalen,Ostindien,Indien,2016,26000,75,598734,Diesel,Manual,Erster,25.4,1186,5
132492,Honda City 1.5 S MT,Kolkata,Westbengalen,Ostindien,Indien,2009,42000,119,275417,Benzin,Manual,Erster,17,1497,5
132493,Hyundai Aent GLE,Pune,Maharashtra,Westindien,Indien,2001,130000,95,8981,Benzin,Manual,Zweiter,13.2,1495,5
132494,Hyundai Verna Xi (Benzin),Kochi,Kerala,S?dindien,Indien,2009,137148,104,221531,Benzin,Manual,Zweiter,13.9,1599,5
132495,Ford Figo Benzin ZXI,Kolkata,Westbengalen,Ostindien,Indien,2010,114703,71,215544,Benzin,Manual,Erster,15.6,1196,5
132496,Honda Amaze S i-Dtech,Kochi,Kerala,S?dindien,Indien,2014,97439,100,528083,Diesel,Manual,Erster,25.8,1498,5
132497,Maruti Wagon R LX BSII,Chennai,Tamil Nadu,Ostindien,Indien,2006,40000,68,239493,Benzin,Manual,Erster,18.9,998,5
132498,Mercedes-Benz E-Class Facelift,Bangalore,Karnataka,S?dindien,Indien,2014,28000,261,3801958,Diesel,Automatisch,Erster,13,2987,5
132499,Audi A6 2011-2015 35 TDI Technology,Bangalore,Karnataka,S?dindien,Indien,2015,37500,176,3831895,Diesel,Automatisch,Erster,17.68,1968,5
132500,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,Telangana,S?dindien,Indien,2010,37000,285,2514681,Diesel,Automatisch,Erster,13.5,2987,5
132501,Maruti Swift Dzire LDi,Ahmedabad,Gujarat,Westindien,Indien,2010,83000,75,329303,Diesel,Manual,Erster,19.3,1248,5
132502,Toyota Corolla H2,Coimbatore,Tamil Nadu,Ostindien,Indien,2005,79012,126,316131,Benzin,Manual,Erster,13.4,1794,5
132503,Mahindra Scorpio S10 7 Seater,Kochi,Kerala,S?dindien,Indien,2018,27395,121,1699206,Diesel,Manual,Erster,15.4,2179,7
132504,Maruti Wagon R VXI,Jaipur,Rajastahn,Nordindien,Indien,2017,35362,68,461025,Benzin,Manual,Erster,22.5,998,5
132505,Toyota Fortuner 4x2 Manual,Delhi,DelhiStaat,Nordindien,Indien,2014,117000,170,1856074,Diesel,Manual,Erster,13,2982,7
132506,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,Maharashtra,Westindien,Indien,2010,23000,65,227519,Benzin,Manual,Erster,18.2,1061,5
132507,Tata Nano CX,Kochi,Kerala,S?dindien,Indien,2014,59508,38,150881,Benzin,Manual,Erster,25.4,624,4
132508,Hyundai i20 Magna,Chennai,Tamil Nadu,Ostindien,Indien,2009,69000,81,287392,Benzin,Manual,Zweiter,18.5,1197,5
132509,BMW 3 Series 320d,Bangalore,Karnataka,S?dindien,Indien,2010,58000,192,1377087,Diesel,Automatisch,Erster,22.69,1995,5
132510,Mahindra XUV500 W6 2WD,Jaipur,Rajastahn,Nordindien,Indien,2014,88511,141,98791,Diesel,Manual,Erster,16,2179,7
132511,Volkswagen Vento IPL II Benzin Trendline,Pune,Maharashtra,Westindien,Indien,2011,66000,106,329303,Benzin,Manual,Erster,15.8,1598,5
132512,Skoda Fabia 1.2 MPI Classic,Delhi,DelhiStaat,Nordindien,Indien,2009,65000,71,167645,Benzin,Manual,Zweiter,17.5,1198,5
132513,Tata Nano Twist XT,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,30676,38,347265,Benzin,Manual,Erster,25.4,624,4
132514,Ford Figo Diesel EXI,Chennai,Tamil Nadu,Ostindien,Indien,2011,76000,69,287392,Diesel,Manual,Erster,20,1399,5
132515,Volkswagen Vento IPL II Benzin Highline AT,Pune,Maharashtra,Westindien,Indien,2013,23627,106,568797,Benzin,Automatisch,Erster,14.8,1598,5
132516,Land Rover Range Rover HSE Dynamic,Kochi,Kerala,S?dindien,Indien,2018,52827,190,5359863,Diesel,Automatisch,Erster,12.7,2179,5
132517,Honda City i DTEC SV,Kochi,Kerala,S?dindien,Indien,2015,64465,100,744825,Diesel,Manual,Erster,26,1498,5
132518,Renault KWID Climber 1.0 AMT,Chennai,Tamil Nadu,Ostindien,Indien,2018,14000,68,53886,Benzin,Automatisch,Erster,22.5,999,5
132519,Hyundai Grand i10 Asta Option,Mumbai,Maharashtra,Westindien,Indien,2015,26000,83,508924,Benzin,Manual,Erster,18.9,1197,5
132520,Chevrolet Cruze LTZ AT,Hyderabad,Telangana,S?dindien,Indien,2011,78203,149,658607,Diesel,Automatisch,Erster,18.1,1991,4
